Id,CityName,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,Price,AveragePrice,AboveBelowAverage,PriceCategorization
M73000004-25515112,Seguin,4,2,Single Family,1437,5280,0,0,0,0,0,2499000.0,2780500.0,B,2000000-2500000
M73000004-25518329,St. Thomas,4,3,Condo,2111,42840,0,0,0,0,0,688906.0,663122.0,A,650000-700000
M73000004-25518330,St. Thomas,4,4,Condo,1884,42840,0,0,0,0,0,665000.0,663122.0,A,650000-700000
M73000004-25518331,St. Thomas,4,4,Condo,1837,42840,0,0,0,0,0,599000.0,663122.0,B,550000-600000
M73000004-25519429,Bancroft,3,3,Single Family,2137,4065,0,0,0,0,0,1454000.0,668169.0,A,1400000-1500000
M73000004-25519430,Bancroft,4,3,Single Family,3000,4065,0,0,0,0,0,2115000.0,668169.0,A,2000000-2500000
M73000004-25519469,Bancroft,4,3,Single Family,2200,4065,0,0,0,0,0,1563000.0,668169.0,A,1500000-1600000
M73000004-25519748,Waterloo,1,1,Condo,725,121436,3,1,0,6,15,439900.0,518598.0,B,425000-450000
M73000004-25519756,Meaford,4,3,Single Family,3885,11485,2,0,0,5,21,2899000.0,920593.0,A,2500000-3000000
M73000004-25520425,West Grey,3,1,Single Family,1591,13131,0,0,0,0,0,2499000.0,1156088.0,A,2000000-2500000
M73000004-25521306,Bracebridge,7,8,Single Family,7651,17305,0,0,0,0,0,25000000.0,1140855.0,A,
M73000004-25521386,Kincardine,2,2,Condo,1280,12268,1,1,0,16,23,538176.0,902432.0,B,550000-600000
M73000004-25521528,Hamilton,2,2,Condo,772,11059,4,0,0,45,31,650000.0,587574.0,A,600000-650000
M73000004-25522988,Hamilton,2,2,Condo,772,11059,4,0,0,45,31,599000.0,587574.0,A,550000-600000
M73000004-25526537,The Blue Mountains,5,5,Single Family,2940,9390,0,0,0,18,69,2399000.0,1150137.0,A,2000000-2500000
M73000004-25526797,Owen Sound,5,2,Single Family,3911,21612,2,0,0,28,24,675000.0,563743.0,A,650000-700000
M73000004-25526990,Windsor,3,2,Condo,1476,229660,2,1,0,22,20,356538.0,390530.0,B,325000-350000
M73000004-25527657,Woodstock,2,2,Single Family,1106,46705,6,1,0,21,12,579900.0,636183.0,B,550000-600000
M73000004-25527792,London,4,4,Single Family,2800,422324,3,0,0,8,20,1499900.0,723548.0,A,1400000-1500000
M73000004-25529476,Grey Highlands,5,2,Single Family,3270,10424,0,0,0,0,0,1699000.0,1163582.0,A,1600000-1700000
M73000004-25532235,Mulmur,7,6,Single Family,5000,3571,0,0,0,0,0,3999000.0,1417575.0,A,3500000-4000000
M73000004-25534616,Essex,4,3,Single Family,2300,21216,3,0,0,11,5,1135000.0,833310.0,A,1100000-1200000
M73000004-25534621,Essex,3,3,Single Family,2022,21216,3,0,0,11,4,1035000.0,833310.0,A,1000000-1100000
M73000004-25537475,Georgian Bluffs,7,6,Single Family,3800,11100,0,0,0,0,1,1650000.0,938430.0,A,1600000-1700000
M73000004-25538956,Hamilton,3,1,Single Family,1425,11059,32,1,1,74,81,824900.0,587574.0,A,800000-850000
M73000004-25539657,London,3,3,Single Family,1615,422324,6,0,0,7,29,899900.0,723548.0,A,850000-900000
M73000004-25543603,Oro-Medonte,2,2,Condo,1400,23017,1,0,0,1,1,679000.0,1302380.0,B,650000-700000
M73000004-25543720,Goderich,4,3,Single Family,2328,7881,4,1,0,15,36,959900.0,676527.0,A,950000-1000000
M73000004-25545371,Port Colborne,3,2,Single Family,1200,20033,0,0,0,0,0,849900.0,669084.0,A,800000-850000
M73000004-25545919,Stratford,2,2,Condo,1431,33232,7,2,0,40,52,564900.0,779453.0,B,550000-600000
M73000004-25545921,Stratford,1,1,Condo,783,33232,7,2,0,38,52,414900.0,779453.0,B,400000-425000
M73000004-25545962,Stratford,2,1,Condo,930,33232,7,2,0,35,52,479900.0,779453.0,B,475000-500000
M73000004-25545963,Stratford,2,1,Condo,967,33232,7,2,0,34,52,514900.0,779453.0,B,500000-550000
M73000004-25548557,Kapuskasing,4,2,Single Family,1928,8057,0,0,0,0,0,849000.0,419857.0,A,800000-850000
M73000004-25548839,Gananoque,2,2,Condo,1540,5383,4,0,0,41,7,688088.0,960269.0,B,650000-700000
M73000004-25548948,The Blue Mountains,4,2,Single Family,2229,9390,0,0,0,24,69,850000.0,1150137.0,B,800000-850000
M73000004-25549087,Aylmer,5,3,Single Family,1356,7699,4,0,0,9,3,725000.0,738607.0,B,700000-750000
M73000004-25549512,Magnetawan,0,0,Single Family,912,1753,0,0,0,0,4,119900.0,813900.0,B,100000-125000
M73000004-25549853,Windsor,3,2,Single Family,1094,229660,26,1,0,25,75,799900.0,390530.0,A,750000-800000
M73000004-25551008,The Blue Mountains,2,1,Single Family,650,9390,0,0,0,0,0,1750000.0,1150137.0,A,1700000-1800000
M73000004-25551321,Kincardine,2,2,Farm,1600,12268,0,0,0,0,0,2800000.0,902432.0,A,2500000-3000000
M73000004-25551521,Sarnia,3,3,Single Family,1411,72047,10,1,0,35,15,654900.0,626337.0,A,650000-700000
M73000004-25552860,Blind River,3,1,Single Family,1219,3422,4,0,0,5,5,269000.0,371038.0,B,250000-275000
M73000004-25552895,Grimsby,3,2,Condo,1419,28883,2,0,0,20,16,1249900.0,738305.0,A,1200000-1300000
M73000004-25554178,Oakville,4,2,Single Family,1750,213759,4,0,0,15,3,2329000.0,1140305.0,A,2000000-2500000
M73000004-25554191,Georgian Bluffs,2,2,Single Family,1213,11100,0,0,0,0,0,669900.0,938430.0,B,650000-700000
M73000004-25556737,Huntsville,3,2,Single Family,1675,21147,0,0,0,0,0,879000.0,855364.0,A,850000-900000
M73000004-25556759,Kirkland Lake,3,2,Single Family,1600,7750,4,0,0,6,8,159900.0,198911.0,B,150000-175000
M73000004-25556816,Niagara Falls,7,3,Single Family,1650,94415,2,1,0,94,64,799000.0,597642.0,A,750000-800000
M73000004-25557263,Thunder Bay,3,3,Single Family,2012,108843,0,0,0,0,0,679000.0,453591.0,A,650000-700000
M73000004-25558090,Oakville,2,2,Condo,935,213759,27,1,0,42,101,969900.0,1140305.0,B,950000-1000000
M73000004-25558132,LaSalle,5,3,Single Family,3250,32721,1,0,0,0,0,1998000.0,698743.0,A,1900000-2000000
M73000004-25558859,The Blue Mountains,3,4,Rental,2150,9390,0,0,0,22,69,3000.0,1150137.0,B,0-25000
M73000004-25561767,Huron-Kinloss,4,3,Single Family,2570,7723,0,0,0,0,0,1139300.0,1186711.0,B,1100000-1200000
M73000004-25562188,Chatsworth,5,2,Single Family,1211,7080,0,0,0,0,0,1099000.0,856631.0,A,1000000-1100000
M73000004-25562820,Red Rock,8,5,Single Family,2000,895,2,0,0,0,1,399900.0,305740.0,A,375000-400000
M73000004-25562878,Georgian Bluffs,2,1,Single Family,540,11100,0,0,0,0,0,625000.0,938430.0,B,600000-650000
M73000004-25562938,Barrie,4,3,Multi-Family,1540,147829,2,0,0,24,21,618836.0,554117.0,A,600000-650000
M73000004-25562942,Kingston,3,2,Condo,1869,132485,0,0,0,85,28,699900.0,720402.0,B,650000-700000
M73000004-25563146,Niagara-on-the-Lake,3,2,Single Family,720,19088,0,0,0,0,0,154900.0,1722842.0,B,150000-175000
M73000004-25564592,Niagara-on-the-Lake,3,1,Single Family,456,19088,0,0,0,0,0,87500.0,1722842.0,B,75000-100000
M73000004-25565105,Marathon,3,1,Single Family,900,3138,0,0,0,0,0,229900.0,277690.0,B,225000-250000
M73000004-25567166,Owen Sound,3,1,Single Family,1300,21612,4,0,0,12,22,599000.0,563743.0,A,550000-600000
M73000004-25567563,Kingston,7,4,Single Family,2673,132485,6,0,1,57,22,1499900.0,720402.0,A,1400000-1500000
M73000004-25567833,Kingston,7,4,Multi-Family,2673,132485,6,0,1,57,22,1499900.0,720402.0,A,1400000-1500000
M73000004-25568400,Brantford,3,1,Rental,1156,104688,39,1,0,93,38,2100.0,635487.0,B,0-25000
M73000004-25568852,Kincardine,4,2,Condo,1285,12268,6,1,0,20,27,449900.0,902432.0,B,425000-450000
M73000004-25570603,Blind River,3,3,Single Family,2000,3422,0,0,0,0,0,1200000.0,371038.0,A,1100000-1200000
M73000004-25570776,Seguin,2,3,Condo,2153,5280,0,0,0,0,0,1895000.0,2780500.0,B,1800000-1900000
M73000004-25570777,Seguin,2,3,Condo,2153,5280,0,0,0,0,0,1895000.0,2780500.0,B,1800000-1900000
M73000004-25570779,Seguin,2,3,Condo,2153,5280,0,0,0,0,0,1895000.0,2780500.0,B,1800000-1900000
M73000004-25570781,Seguin,2,3,Condo,1860,5280,0,0,0,0,0,1895000.0,2780500.0,B,1800000-1900000
M73000004-25570782,Seguin,2,3,Condo,1860,5280,0,0,0,0,0,1895000.0,2780500.0,B,1800000-1900000
M73000004-25573253,Aylmer,2,2,Condo,1050,7699,4,0,0,10,3,529000.0,738607.0,B,500000-550000
M73000004-25573254,Aylmer,2,2,Condo,1050,7699,4,0,0,10,3,529000.0,738607.0,B,500000-550000
M73000004-25573256,Aylmer,2,2,Condo,1050,7699,4,0,0,10,3,539000.0,738607.0,B,500000-550000
M73000004-25573322,Tiny,4,1,Single Family,810,12966,0,0,0,0,0,625000.0,1115788.0,B,600000-650000
M73000004-25573324,Magnetawan,4,3,Single Family,1500,1753,0,0,0,0,0,1217500.0,813900.0,A,1200000-1300000
M73000004-25574409,Moonbeam,2,1,Single Family,720,1157,0,0,0,0,0,319900.0,352667.0,B,300000-325000
M73000004-25574685,Faraday,4,4,Single Family,3200,1612,0,0,0,0,0,1379000.0,682950.0,A,1300000-1400000
M73000004-25574701,Barrie,2,2,Condo,1225,147829,7,0,0,112,28,843267.0,554117.0,A,800000-850000
M73000004-25574792,Kingston,7,2,Single Family,1050,132485,6,0,0,40,4,649000.0,720402.0,B,600000-650000
M73000004-25574892,Georgian Bluffs,2,2,Single Family,1216,11100,0,0,0,0,0,435000.0,938430.0,B,425000-450000
M73000004-25575181,Tillsonburg,4,3,Single Family,2714,18615,5,0,0,0,9,1199000.0,725095.0,A,1100000-1200000
M73000004-25575369,Rainy River,7,3,Single Family,2222,752,2,0,0,0,0,279900.0,303299.0,B,275000-300000
M73000004-25578711,Ottawa,1,1,Condo,682,1017449,0,0,0,167,47,579000.0,566644.0,A,550000-600000
M73000004-25579103,Port Colborne,2,2,Single Family,1334,20033,6,0,0,3,24,675000.0,669084.0,A,650000-700000
M73000004-25579688,Clearview,3,1,Single Family,1200,14814,0,0,0,0,0,2200000.0,1231701.0,A,2000000-2500000
M73000004-25580433,Gravenhurst,3,3,Single Family,1700,13157,0,0,0,0,0,599000.0,977203.0,B,550000-600000
M73000004-25581170,Fort Erie,3,2,Single Family,1283,32901,0,0,0,0,0,739900.0,767331.0,B,650000-700000
M73000004-25581930,RAINY RIVER,2,2,Single Family,1280,752,0,0,0,0,0,258900.0,303299.0,B,250000-275000
M73000004-25584169,Owen Sound,4,2,Single Family,1161,21612,9,1,0,39,28,595000.0,563743.0,A,550000-600000
M73000004-25584288,Niagara Falls,3,3,Single Family,1622,94415,2,1,0,5,69,2200000.0,597642.0,A,2000000-2500000
M73000004-25584621,Welland,3,2,Single Family,1020,55750,4,1,0,7,13,549999.0,517843.0,A,500000-550000
M73000004-25585153,Niagara Falls,3,3,Single Family,1622,94415,2,1,0,5,69,1499000.0,597642.0,A,1400000-1500000
M73000004-25585765,Niagara-on-the-Lake,1,1,Single Family,734,19088,0,0,0,0,0,299900.0,1722842.0,B,275000-300000
M73000004-25585797,Hamilton,6,6,Single Family,2397,11059,2,0,0,26,8,799990.0,587574.0,A,750000-800000
M73000004-25586205,Stratford,6,6,Condo,4500,33232,3,0,0,43,41,1367000.0,779453.0,A,1200000-1300000
M73000004-25586213,St. Catharines,5,5,Single Family,5523,136803,11,0,1,122,37,3749000.0,654102.0,A,3500000-4000000
M73000004-25586543,Niagara Falls,2,2,Single Family,2103,94415,0,1,0,13,57,1390000.0,597642.0,A,1300000-1400000
M73000004-25586598,Lakeshore,3,3,Single Family,2200,40410,2,0,0,1,1,1250000.0,1352250.0,B,1200000-1300000
M73000004-25587032,McKellar,3,1,Single Family,1134,1419,0,0,0,0,0,855000.0,1186475.0,B,850000-900000
M73000004-25588274,Hamilton,5,2,Single Family,1250,11059,17,1,1,49,39,949900.0,587574.0,A,900000-950000
M73000004-25588371,Kitchener,2,1,Single Family,1000,256885,9,0,0,66,16,340721.0,462327.0,B,350000-375000
M73000004-25588461,Collingwood,3,2,Rental,1700,24811,0,0,0,0,0,3495.0,684190.0,B,0-25000
M73000004-25588819,Kearney,3,2,Single Family,1840,974,0,0,0,0,0,1159900.0,1399900.0,B,1100000-1200000
M73000004-25588926,LaSalle,2,2,Condo,1124,32721,2,0,0,0,1,589900.0,698743.0,B,550000-600000
M73000004-25588927,LaSalle,2,2,Condo,1255,32721,2,0,0,0,1,629900.0,698743.0,B,600000-650000
M73000004-25589021,The Blue Mountains,3,3,Rental,1621,9390,0,0,0,0,0,2800.0,1150137.0,B,0-25000
M73000004-25589023,Huntsville,4,2,Single Family,1456,21147,2,0,0,4,22,3500000.0,855364.0,A,3000000-3500000
M73000004-25589163,LaSalle,2,2,Condo,1124,32721,2,0,0,0,1,569900.0,698743.0,B,550000-600000
M73000004-25590963,St. Catharines,2,2,Condo,1030,136803,15,0,0,37,27,621863.0,654102.0,B,600000-650000
M73000004-25591419,Lakeshore,3,3,Single Family,2000,40410,0,0,0,0,0,774900.0,1352250.0,B,750000-800000
M73000004-25592594,Grimsby,4,3,Single Family,1624,28883,0,0,0,0,0,1275000.0,738305.0,A,1200000-1300000
M73000004-25593154,Wasaga Beach,3,3,Single Family,2005,24862,0,0,0,0,0,1299900.0,607191.0,A,1200000-1300000
M73000004-25595674,Niagara-on-the-Lake,5,5,Single Family,2824,19088,0,0,0,69,56,1595000.0,1722842.0,B,1500000-1600000
M73000004-25596636,Niagara Falls,3,3,Single Family,1622,94415,2,1,0,5,69,1650000.0,597642.0,A,1600000-1700000
M73000004-25596846,Niagara Falls,3,3,Single Family,1622,94415,2,1,0,5,69,2000000.0,597642.0,A,1900000-2000000
M73000004-25597419,Cornwall,4,2,Single Family,1115,47845,9,1,0,6,18,680000.0,459674.0,A,650000-700000
M73000004-25597599,Parry Sound,0,0,Multi-Family,3264,6879,5,1,0,21,22,649000.0,736286.0,B,600000-650000
M73000004-25598350,Clearview,2,1,Single Family,1035,14814,0,0,0,0,0,630000.0,1231701.0,B,600000-650000
M73000004-25598458,Elliot Lake,3,2,Single Family,1056,11372,1,0,0,2,18,174900.0,153450.0,A,150000-175000
M73000004-25599185,Niagara Falls,3,3,Single Family,1622,94415,2,1,0,5,69,2500000.0,597642.0,A,2000000-2500000
M73000004-25599387,Sioux Lookout,3,1,Single Family,1094,5839,0,0,0,0,0,430000.0,117200.0,A,425000-450000
M73000004-25601432,Meaford,4,3,Condo,1633,11485,2,0,0,11,29,1129000.0,920593.0,A,1100000-1200000
M73000004-25601523,Collingwood,2,2,Condo/Townhome,870,24811,5,0,0,34,33,449000.0,684190.0,B,425000-450000
M73000004-25602281,Kingston,3,3,Single Family,1620,132485,0,0,0,0,0,723546.0,720402.0,A,700000-750000
M73000004-25602586,West Grey,4,4,Single Family,1400,13131,0,0,0,0,0,1225000.0,1156088.0,A,1200000-1300000
M73000004-25602701,Sarnia,4,3,Single Family,1854,72047,0,0,0,0,0,799900.0,626337.0,A,750000-800000
M73000004-25602868,Barrie,1,1,Condo,763,147829,6,0,0,14,12,399900.0,554117.0,B,375000-400000
M73000004-25603157,Aylmer,1,1,Rental,180,7699,2,0,0,8,1,1995.0,738607.0,B,0-25000
M73000004-25604059,Georgian Bluffs,2,3,Condo,1750,11100,0,0,0,0,0,1024900.0,938430.0,A,1000000-1100000
M73000004-25604204,Tillsonburg,3,4,Single Family,3381,18615,0,0,0,0,0,1499000.0,725095.0,A,1400000-1500000
M73000004-25604625,Huntsville,2,1,Single Family,750,21147,0,0,0,0,0,1395000.0,855364.0,A,1300000-1400000
M73000004-25606418,Huron-Kinloss,4,4,Single Family,2900,7723,0,0,0,0,0,1291703.0,1186711.0,A,1200000-1300000
M73000004-25607112,Tillsonburg,4,2,Single Family,1352,18615,1,0,0,0,8,659900.0,725095.0,B,650000-700000
M73000004-25607296,Kingston,6,6,Multi-Family,3640,132485,1,0,0,98,31,1469000.0,720402.0,A,1400000-1500000
M73000004-25607928,Tiny,3,3,Single Family,1872,12966,0,0,0,0,0,1049110.0,1115788.0,B,1000000-1100000
M73000004-25608499,Tillsonburg,3,5,Single Family,4900,18615,0,0,0,0,0,6500000.0,725095.0,A,6000000-6500000
M73000004-25608500,Tillsonburg,3,5,Farm,4900,18615,0,0,0,0,0,6500000.0,725095.0,A,6000000-6500000
M73000004-25609083,Kingston,3,3,Single Family,1780,132485,0,0,0,0,0,633634.0,720402.0,B,600000-650000
M73000004-25609085,Kingston,3,3,Single Family,1765,132485,0,0,0,0,0,609900.0,720402.0,B,600000-650000
M73000004-25609522,Lakeshore,4,2,Single Family,2212,40410,0,0,0,0,0,994900.0,1352250.0,B,950000-1000000
M73000004-25609893,Emo,4,2,Single Family,1153,1204,0,0,0,0,0,575000.0,345100.0,A,550000-600000
M73000004-25609968,Niagara-on-the-Lake,4,3,Single Family,3964,19088,0,0,0,0,0,3299900.0,1722842.0,A,3000000-3500000
M73000004-25609976,Niagara-on-the-Lake,4,3,Farm,3964,19088,0,0,0,0,0,3299900.0,1722842.0,A,3000000-3500000
M73000004-25610179,Niagara-on-the-Lake,4,2,Single Family,2521,19088,0,0,0,0,0,5500000.0,1722842.0,A,5000000-5500000
M73000004-25610194,London,3,2,Single Family,1690,422324,23,0,1,152,97,900000.0,723548.0,A,850000-900000
M73000004-25610234,The Blue Mountains,3,3,Rental,1072,9390,0,0,0,3,68,3200.0,1150137.0,B,0-25000
M73000004-25610236,The Blue Mountains,2,1,Single Family,1104,9390,0,0,0,21,69,699000.0,1150137.0,B,650000-700000
M73000004-25611547,St. Catharines,3,1,Single Family,1041,136803,7,0,0,18,29,825000.0,654102.0,A,800000-850000
M73000004-25611909,Brockton,4,5,Single Family,3250,9784,0,0,0,0,0,1899900.0,1104071.0,A,1800000-1900000
M73000004-25612981,Niagara Falls,4,2,Multi-Family,1800,94415,2,1,0,26,65,576783.0,597642.0,B,550000-600000
M73000004-25613467,Mono,5,4,Farm,3370,9421,0,0,0,0,0,3199000.0,2406753.0,A,3000000-3500000
M73000004-25614390,Hamilton,3,2,Single Family,1400,11059,5,0,0,17,6,676391.0,587574.0,A,650000-700000
M73000004-25615414,Niagara Falls,3,2,Single Family,1200,94415,24,1,0,49,108,739067.0,597642.0,A,700000-750000
M73000004-25615565,Collingwood,2,2,Rental,1081,24811,0,0,0,2,21,2200.0,684190.0,B,0-25000
M73000004-25615895,Niagara Falls,5,3,Single Family,2312,94415,10,0,0,20,14,1190000.0,597642.0,A,1100000-1200000
M73000004-25615896,Huntsville,2,2,Condo,1103,21147,1,0,0,23,7,1130000.0,855364.0,A,1100000-1200000
M73000004-25615899,Huntsville,2,2,Single Family,1381,21147,1,0,0,23,7,1380000.0,855364.0,A,1300000-1400000
M73000004-25615976,Oro-Medonte,4,2,Single Family,1470,23017,0,0,0,0,0,1799900.0,1302380.0,A,1700000-1800000
M73000004-25616070,Brantford,5,3,Multi-Family,2284,104688,8,1,0,52,24,774900.0,635487.0,A,750000-800000
M73000004-25616507,Huntsville,3,2,Condo,1736,21147,1,0,0,23,7,1540000.0,855364.0,A,1500000-1600000
M73000004-25616509,Huntsville,1,2,Condo,1228,21147,1,0,0,23,7,1200000.0,855364.0,A,1100000-1200000
M73000004-25617667,Midland,4,3,Single Family,1975,17817,3,0,0,8,10,748500.0,788950.0,B,750000-800000
M73000004-25618746,Gravenhurst,5,4,Single Family,2636,13157,3,0,0,31,19,1499000.0,977203.0,A,1400000-1500000
M73000004-25619018,Sault Ste. Marie,4,4,Single Family,3000,72051,11,1,1,10,11,849000.0,441782.0,A,800000-850000
M73000004-25620295,Woodstock,4,4,Single Family,2046,46705,15,1,0,19,21,858660.0,636183.0,A,850000-900000
M73000004-25622658,Hamilton,1,0,Rental,400,11059,10,0,0,58,18,1500.0,587574.0,B,0-25000
M73000004-25624238,Clearview,3,1,Single Family,1650,14814,0,0,0,0,0,1099000.0,1231701.0,B,1000000-1100000
M73000004-25624636,London,4,3,Single Family,2145,422324,22,0,0,58,53,899975.0,723548.0,A,850000-900000
M73000004-25625292,Kitchener,1,1,Condo,783,256885,0,0,0,15,25,539000.0,462327.0,A,500000-550000
M73000004-25626081,St. Catharines,3,2,Single Family,1005,136803,34,0,1,119,48,749900.0,654102.0,A,700000-750000
M73000004-25626257,London,4,2,Single Family,1500,422324,2,0,1,46,18,599900.0,723548.0,B,550000-600000
M73000004-25626327,Cambridge,6,5,Single Family,3776,138479,0,0,0,0,0,2890000.0,721203.0,A,2500000-3000000
M73000004-25626383,Cambridge,6,5,Farm,3776,138479,0,0,0,0,0,2890000.0,721203.0,A,2500000-3000000
M73000004-25627168,Kingston,3,3,Condo,3487,132485,0,0,0,85,28,1790000.0,720402.0,A,1700000-1800000
M73000004-25627226,Collingwood,3,2,Single Family,1442,24811,0,0,0,0,0,829328.0,684190.0,A,800000-850000
M73000004-25630407,London,4,4,Single Family,2893,422324,4,0,0,8,22,1499900.0,723548.0,A,1400000-1500000
M73000004-25630694,London,4,3,Single Family,2319,422324,22,0,0,58,53,909900.0,723548.0,A,900000-950000
M73000004-25630696,London,4,3,Single Family,2213,422324,21,0,0,57,53,889900.0,723548.0,A,850000-900000
M73000004-25630697,London,4,3,Single Family,2143,422324,22,0,0,58,53,879900.0,723548.0,A,850000-900000
M73000004-25630698,London,4,3,Single Family,1956,422324,21,0,0,57,53,869900.0,723548.0,A,850000-900000
M73000004-25632029,Orillia,2,2,Condo,952,33411,0,0,0,39,11,620203.0,647203.0,B,600000-650000
M73000004-25632515,Fort Erie,2,2,Single Family,1720,32901,0,0,0,0,0,1365999.0,767331.0,A,1300000-1400000
M73000004-25632560,Milton,2,2,Condo,1300,132979,3,0,0,47,12,829900.0,903023.0,B,800000-850000
M73000004-25633386,Aylmer,3,2,Single Family,905,7699,0,0,0,0,0,874900.0,738607.0,A,850000-900000
M73000004-25633410,Niagara Falls,2,2,Rental,1500,94415,12,0,0,47,48,2000.0,597642.0,B,0-25000
M73000004-25633828,St. Catharines,6,2,Multi-Family,2338,136803,23,0,1,55,39,799000.0,654102.0,A,750000-800000
M73000004-25634036,Niagara-on-the-Lake,4,3,Single Family,1650,19088,0,0,0,0,0,2500000.0,1722842.0,A,2000000-2500000
M73000004-25635010,Niagara Falls,5,3,Single Family,1884,94415,1,1,0,69,38,2199000.0,597642.0,A,2000000-2500000
M73000004-25635054,Cambridge,4,5,Single Family,2441,138479,9,0,0,33,33,1350000.0,721203.0,A,1300000-1400000
M73000004-25635055,Cambridge,4,5,Single Family,2510,138479,9,0,0,33,33,1375000.0,721203.0,A,1300000-1400000
M73000004-25635403,Port Colborne,2,3,Single Family,1000,20033,0,0,0,0,0,589900.0,669084.0,B,550000-600000
M73000004-25637030,Hamilton,2,1,Rental,810,11059,3,1,0,48,14,2700.0,587574.0,B,0-25000
M73000004-25637314,Scugog,5,3,Single Family,3198,21581,0,0,0,0,0,2995000.0,1173784.0,A,2500000-3000000
M73000004-25637636,Georgian Bluffs,3,2,Single Family,1292,11100,0,0,0,0,0,999000.0,938430.0,A,950000-1000000
M73000004-25640453,Kitchener,3,3,Condo,1894,256885,18,0,0,30,57,761316.0,462327.0,A,750000-800000
M73000004-25640477,St. Catharines,18,9,Multi-Family,9013,136803,10,0,1,60,30,3000000.0,654102.0,A,2500000-3000000
M73000004-25640648,Hamilton,1,1,Condo,600,11059,6,0,0,103,31,349900.0,587574.0,B,325000-350000
M73000004-25641640,St. Thomas,8,3,Multi-Family,2929,42840,0,0,0,30,19,924900.0,663122.0,A,900000-950000
M73000004-25642059,Welland,6,2,Single Family,1722,55750,0,0,0,0,0,1649000.0,517843.0,A,1600000-1700000
M73000004-25642116,Hamilton,3,3,Single Family,2080,11059,3,0,0,16,7,682863.0,587574.0,A,650000-700000
M73000004-25642337,Manitouwadge,3,3,Single Family,1160,1974,4,0,0,0,7,145500.0,156795.0,B,125000-150000
M73000004-25642746,Hamilton,1,1,Rental,2000,11059,1,0,0,135,30,1899.0,587574.0,B,0-25000
